Date_and_time_of_unloading,Product_code,Amount,Sale_amount,Discount_amount,Profit,Percentage_markup,Discount_percentage
2020-05-18 19:00:00,2189,1.0,270.0,30.0,119.0,78.81,10.0
2020-05-18 19:00:00,2192,1.0,330.0,,170.11,106.39,
2020-05-18 19:00:00,2197,1.0,220.0,60.0,95.0,76.0,21.43
2020-05-18 19:00:00,2202,2.0,660.0,,340.0,106.25,
2020-05-18 19:00:00,2203,2.0,240.0,360.0,-60.0,-20.0,60.0
2020-05-18 19:00:00,2204,1.0,267.86,32.14,127.86,91.33,10.71
2020-05-18 19:00:00,2207,2.0,250.0,310.0,30.0,13.64,55.36
2020-05-19 15:00:00,129,7.0,1957.93,492.07,704.93,56.26,20.08
2020-05-19 15:00:00,131,1.0,285.0,15.0,139.0,95.21,5.0
2020-05-19 15:00:00,133,2.0,530.96,229.04,154.96,41.21,30.14
2020-05-19 15:00:00,135,1.0,313.5,16.5,149.5,91.16,5.0
2020-05-19 15:00:00,138,1.0,315.0,35.0,147.0,87.5,10.0
2020-05-19 15:00:00,139,1.0,270.0,30.0,138.0,104.55,10.0
2020-05-19 15:00:00,157,2.0,809.2,90.8,241.2,42.46,10.09
2020-05-19 15:00:00,217,1.0,600.0,150.0,190.5,46.52,20.0
2020-05-19 15:00:00,236,10.0,3395.0,105.0,1673.0,97.15,3.0
2020-05-19 15:00:00,257,1.0,296.68,33.32,143.68,93.91,10.1
2020-05-19 15:00:00,296,7.0,1180.0,80.0,523.33,79.69,6.35
2020-05-19 15:00:00,298,7.0,1201.95,58.05,574.19,91.47,4.61
2020-05-19 15:00:00,310,0.75,580.0,20.0,328.75,130.85,3.33
2020-05-19 15:00:00,340,7.75,5460.0,120.0,2863.75,110.3,2.15
2020-05-19 15:00:00,342,0.25,180.0,20.0,60.25,50.31,10.0
2020-05-19 15:00:00,358,1.0,298.54,1.46,205.58,221.15,0.49
2020-05-19 15:00:00,364,3.0,978.41,71.59,573.41,141.58,6.82
2020-05-19 15:00:00,365,1.0,240.0,60.0,114.0,90.48,20.0
2020-05-19 15:00:00,377,13.0,2205.08,134.92,985.55,80.81,5.77
2020-05-19 15:00:00,380,1.0,270.0,30.0,120.0,80.0,10.0
2020-05-19 15:00:00,464,2.0,600.0,,340.0,130.77,
2020-05-19 15:00:00,472,2.0,600.0,,309.72,106.7,
2020-05-19 15:00:00,474,1.0,350.0,,162.38,86.55,
2020-05-19 15:00:00,489,3.0,742.91,97.09,197.75,36.27,11.56
2020-05-19 15:00:00,490,1.5,1140.0,,672.72,143.97,
2020-05-19 15:00:00,519,13.0,2540.0,60.0,2540.0,,2.31
2020-05-19 15:00:00,520,2.0,423.67,76.33,193.67,84.2,15.27
2020-05-19 15:00:00,530,1.0,230.0,,122.0,112.96,
2020-05-19 15:00:00,564,3.25,1460.0,100.0,731.35,100.37,6.41
2020-05-19 15:00:00,566,13.0,2740.77,119.23,1275.8,87.09,4.17
2020-05-19 15:00:00,591,7.0,1019.22,30.78,651.72,177.34,2.93
2020-05-19 15:00:00,634,3.5,2972.02,387.98,1075.02,56.67,11.55
2020-05-19 15:00:00,637,11.25,7147.87,502.13,4110.37,135.32,6.56
2020-05-19 15:00:00,639,2.0,760.0,,377.95,98.93,
2020-05-19 15:00:00,643,2.0,485.0,55.0,191.0,64.97,10.19
2020-05-19 15:00:00,687,1.0,200.0,,106.78,114.55,
2020-05-19 15:00:00,717,12.0,2818.65,181.35,2818.65,,6.05
2020-05-19 15:00:00,812,3.0,722.96,117.04,317.96,78.51,13.93
2020-05-19 15:00:00,816,1.0,280.0,70.0,113.0,67.66,20.0
2020-05-19 15:00:00,825,1.0,238.89,61.11,126.11,111.82,20.37
2020-05-19 15:00:00,826,1.0,240.0,60.0,98.25,69.31,20.0
2020-05-19 15:00:00,843,1.0,209.0,11.0,84.0,67.2,5.0
2020-05-19 15:00:00,859,1.25,575.06,24.94,350.06,155.58,4.16
2020-05-19 15:00:00,899,2.0,647.24,52.76,647.24,,7.54
2020-05-19 15:00:00,985,2.0,280.0,,20.0,7.69,
2020-05-19 15:00:00,1012,0.25,125.0,15.0,55.0,78.57,10.71
2020-05-19 15:00:00,1017,1.25,587.14,12.86,357.98,156.21,2.14
2020-05-19 15:00:00,1019,2.25,1980.0,,1271.25,179.37,
2020-05-19 15:00:00,1092,7.0,1949.53,150.47,1039.53,114.23,7.17
2020-05-19 15:00:00,1099,1.25,950.0,,550.16,137.6,
2020-05-19 15:00:00,1136,1.0,250.0,,112.5,81.82,
2020-05-19 15:00:00,1152,1.0,520.0,,224.0,75.68,
2020-05-19 15:00:00,1413,3.0,725.0,85.0,26.0,3.72,10.49
2020-05-19 15:00:00,1422,3.0,1159.3,40.7,529.3,84.02,3.39
2020-05-19 15:00:00,1433,2.0,568.68,31.32,255.34,81.49,5.22
2020-05-19 15:00:00,1439,0.25,197.01,22.99,137.01,228.35,10.45
2020-05-19 15:00:00,1503,2.0,478.57,121.43,208.57,77.25,20.24
2020-05-19 15:00:00,1510,3.0,900.0,,510.0,130.77,
2020-05-19 15:00:00,1536,1.0,378.0,42.0,153.0,68.0,10.0
2020-05-19 15:00:00,1555,2.0,540.0,60.0,240.0,80.0,10.0
2020-05-19 15:00:00,1564,8.75,6760.0,240.0,3303.75,95.59,3.43
2020-05-19 15:00:00,1565,1.0,450.0,50.0,191.0,73.75,10.0
2020-05-19 15:00:00,1594,15.25,9615.51,754.49,5498.01,133.53,7.28
2020-05-19 15:00:00,1654,1.0,255.0,115.0,71.3,38.81,31.08
2020-05-19 15:00:00,1728,1.0,330.0,,170.0,106.25,
2020-05-19 15:00:00,1729,1.0,332.5,17.5,156.5,88.92,5.0
2020-05-19 15:00:00,1733,5.5,2805.49,274.51,1717.49,157.86,8.91
2020-05-19 15:00:00,1763,1.0,720.0,80.0,243.67,51.16,10.0
2020-05-19 15:00:00,1821,1.0,250.0,30.0,100.0,66.67,10.71
2020-05-19 15:00:00,1823,7.0,1241.83,18.17,585.16,89.11,1.44
2020-05-19 15:00:00,1838,2.0,703.0,37.0,301.0,74.88,5.0
2020-05-19 15:00:00,1860,3.25,2945.45,174.55,1311.67,80.28,5.59
2020-05-19 15:00:00,1862,3.25,2996.36,123.64,1685.54,128.59,3.96
2020-05-19 15:00:00,1863,2.0,559.66,80.34,300.46,115.92,12.55
2020-05-19 15:00:00,1885,1.0,400.0,,195.0,95.12,
2020-05-19 15:00:00,1976,2.0,1396.74,203.26,773.74,124.2,12.7
2020-05-19 15:00:00,1984,1.0,220.0,,113.8,107.16,
2020-05-19 15:00:00,1992,5.25,4287.35,332.65,2108.6,96.78,7.2
2020-05-19 15:00:00,1999,5.0,2685.0,115.0,1685.0,168.5,4.11
2020-05-19 15:00:00,2004,1.0,250.0,30.0,130.0,108.33,10.71
2020-05-19 15:00:00,2016,4.0,700.0,20.0,341.28,95.14,2.78
2020-05-19 15:00:00,2017,4.0,709.26,90.74,312.78,78.89,11.34
2020-05-19 15:00:00,2019,4.0,3200.0,,1580.0,97.53,
2020-05-19 15:00:00,2031,0.5,390.0,50.0,192.5,97.47,11.36
2020-05-19 15:00:00,2036,1.0,350.0,,182.0,108.33,
2020-05-19 15:00:00,2059,1.0,450.0,50.0,176.0,64.23,10.0
2020-05-19 15:00:00,2092,4.25,1950.0,90.0,1107.48,131.45,4.41
2020-05-19 15:00:00,2093,5.25,4079.55,120.45,2347.05,135.47,2.87
2020-05-19 15:00:00,2096,3.25,1685.38,134.62,840.38,99.45,7.4
2020-05-19 15:00:00,2099,1.0,350.0,,165.0,89.19,
2020-05-19 15:00:00,2103,2.0,474.03,25.97,474.03,,5.19
2020-05-19 15:00:00,2104,1.0,200.0,,200.0,,
2020-05-19 15:00:00,2108,3.0,502.37,337.63,97.37,24.04,40.19
2020-05-19 15:00:00,2121,4.25,2040.0,,1275.0,166.67,
2020-05-19 15:00:00,2150,6.25,3425.8,74.2,1800.8,110.82,2.12
2020-05-19 15:00:00,2153,2.0,460.0,200.0,100.0,27.78,30.3
2020-05-19 15:00:00,2160,1.0,350.0,,174.0,98.86,
2020-05-19 15:00:00,2161,1.0,314.66,35.34,147.66,88.42,10.1
2020-05-19 15:00:00,2163,0.75,405.0,15.0,197.47,95.15,3.57
2020-05-19 15:00:00,2164,6.0,1412.5,87.5,647.86,84.73,5.83
2020-05-19 15:00:00,2167,1.0,450.0,,214.24,90.87,
2020-05-19 15:00:00,2168,3.75,3855.0,195.0,1736.25,81.95,4.81
2020-05-19 15:00:00,2169,15.75,8892.55,557.45,3852.55,76.44,5.9
2020-05-19 15:00:00,2170,8.75,4395.43,504.57,2207.93,100.93,10.3
2020-05-19 15:00:00,2175,6.5,4860.0,340.0,2825.5,138.88,6.54
2020-05-19 15:00:00,2176,1.75,1216.48,183.52,517.05,73.92,13.11
2020-05-19 15:00:00,2188,1.25,1005.0,95.0,442.5,78.67,8.64
2020-05-19 15:00:00,2189,2.0,600.0,,298.0,98.68,
2020-05-19 15:00:00,2192,5.0,1615.0,35.0,815.55,102.01,2.12
2020-05-19 15:00:00,2196,2.0,560.0,,320.0,133.33,
2020-05-19 15:00:00,2198,1.0,250.77,29.23,140.77,127.97,10.44
2020-05-19 15:00:00,2201,2.0,272.55,327.45,-27.45,-9.15,54.58
2020-05-19 15:00:00,2202,4.0,1186.03,133.97,546.03,85.32,10.15
2020-05-19 15:00:00,2203,1.0,240.0,60.0,90.0,60.0,20.0
2020-05-19 15:00:00,2204,3.0,481.43,418.57,61.43,14.63,46.51
2020-05-19 15:00:00,2205,4.0,748.58,451.42,168.58,29.07,37.62
2020-05-20 15:00:00,142,1.0,168.0,112.0,26.0,18.31,40.0
2020-05-20 15:00:00,212,1.0,452.32,197.68,105.82,30.54,30.41
2020-05-20 15:00:00,222,1.0,390.0,260.0,34.5,9.7,40.0
2020-05-20 15:00:00,236,6.0,1960.0,140.0,920.8,88.61,6.67
2020-05-20 15:00:00,294,1.0,440.0,110.0,141.0,47.16,20.0
2020-05-20 15:00:00,296,3.0,502.83,37.17,221.4,78.67,6.88
2020-05-20 15:00:00,298,2.0,360.0,,180.64,100.71,
2020-05-20 15:00:00,310,0.5,400.0,,232.5,138.81,
2020-05-20 15:00:00,340,3.75,2510.16,189.84,1253.91,99.81,7.03
2020-05-20 15:00:00,364,2.0,700.0,,430.0,159.26,
2020-05-20 15:00:00,365,1.0,300.0,,174.0,138.1,
2020-05-20 15:00:00,376,1.0,700.0,,108.0,18.24,
2020-05-20 15:00:00,377,1.0,180.0,,86.19,91.88,
2020-05-20 15:00:00,380,2.0,568.97,31.03,268.97,89.66,5.17
2020-05-20 15:00:00,464,6.0,1770.0,30.0,990.0,126.92,1.67
2020-05-20 15:00:00,466,1.0,330.0,,170.0,106.25,
2020-05-20 15:00:00,474,1.0,350.0,,162.38,86.55,
2020-05-20 15:00:00,490,3.25,2437.97,32.03,1425.53,140.8,1.3
2020-05-20 15:00:00,519,5.0,1000.0,,1000.0,,
2020-05-20 15:00:00,530,3.0,616.58,73.42,292.58,90.3,10.64
2020-05-20 15:00:00,564,9.25,4266.98,173.02,2193.13,105.75,3.9
2020-05-20 15:00:00,566,4.0,830.0,50.0,379.24,84.13,5.68
2020-05-20 15:00:00,591,3.0,450.0,,292.5,185.71,
2020-05-20 15:00:00,634,3.75,3280.34,319.66,1247.84,61.39,8.88
2020-05-20 15:00:00,637,12.5,8187.07,312.93,4812.07,142.58,3.68
2020-05-20 15:00:00,653,1.0,295.0,35.0,147.0,99.32,10.61
2020-05-20 15:00:00,687,7.0,1400.0,,747.46,114.55,
2020-05-20 15:00:00,696,1.0,465.0,55.0,245.0,111.36,10.58
2020-05-20 15:00:00,717,10.0,2324.14,175.86,2324.14,,7.03
2020-05-20 15:00:00,812,2.0,530.0,30.0,260.0,96.3,5.36
2020-05-20 15:00:00,816,3.0,839.28,210.72,338.28,67.52,20.07
2020-05-20 15:00:00,825,2.0,480.0,120.0,254.44,112.8,20.0
2020-05-20 15:00:00,826,2.0,600.0,,319.08,113.58,
2020-05-20 15:00:00,827,1.0,500.0,,247.28,97.85,
2020-05-20 15:00:00,852,1.0,320.0,,160.0,100.0,
2020-05-20 15:00:00,898,1.0,315.0,35.0,315.0,,10.0
2020-05-20 15:00:00,899,1.0,350.0,,350.0,,
2020-05-20 15:00:00,965,3.0,750.0,,405.0,117.39,
2020-05-20 15:00:00,1017,2.0,930.0,30.0,563.34,153.64,3.13
2020-05-20 15:00:00,1019,1.0,880.0,,565.0,179.37,
2020-05-20 15:00:00,1057,4.0,1180.0,140.0,556.0,89.1,10.61
2020-05-20 15:00:00,1071,2.0,840.0,,427.0,103.39,
2020-05-20 15:00:00,1077,1.0,340.0,,170.0,100.0,
2020-05-20 15:00:00,1092,6.0,1649.66,150.34,869.66,111.49,8.35
2020-05-20 15:00:00,1099,1.5,1041.46,98.54,561.64,117.05,8.64
2020-05-20 15:00:00,1216,3.0,2295.0,255.0,864.0,60.38,10.0
2020-05-20 15:00:00,1250,2.0,540.0,,271.54,101.15,
2020-05-20 15:00:00,1317,1.0,220.0,,119.0,117.82,
2020-05-20 15:00:00,1422,1.0,359.2,90.8,149.2,71.05,20.18
2020-05-20 15:00:00,1433,5.0,1470.0,30.0,686.65,87.66,2.0
2020-05-20 15:00:00,1503,7.0,1919.39,180.61,974.39,103.11,8.6
2020-05-20 15:00:00,1510,2.0,600.0,,340.0,130.77,
2020-05-20 15:00:00,1555,2.0,570.0,30.0,270.0,90.0,5.0
2020-05-20 15:00:00,1564,15.0,11498.82,501.18,5498.82,91.65,4.18
2020-05-20 15:00:00,1565,1.0,400.0,100.0,141.0,54.44,20.0
2020-05-20 15:00:00,1590,2.0,645.0,75.0,253.0,64.54,10.42
2020-05-20 15:00:00,1594,6.5,4085.58,334.42,2306.58,129.66,7.57
2020-05-20 15:00:00,1651,2.0,644.27,115.73,252.27,64.35,15.23
2020-05-20 15:00:00,1653,1.0,215.72,54.28,100.85,87.79,20.1
2020-05-20 15:00:00,1654,3.0,961.12,148.88,416.7,76.54,13.41
2020-05-20 15:00:00,1678,1.0,280.0,120.0,119.08,74.0,30.0
2020-05-20 15:00:00,1728,1.0,330.0,,170.0,106.25,
2020-05-20 15:00:00,1733,3.5,1870.52,89.48,1170.52,167.22,4.57
2020-05-20 15:00:00,1790,1.0,535.29,134.71,188.79,54.48,20.11
2020-05-20 15:00:00,1823,7.0,1260.0,,603.33,91.88,
2020-05-20 15:00:00,1833,1.0,500.0,,259.0,107.47,
2020-05-20 15:00:00,1838,2.0,720.0,,318.0,79.1,
2020-05-20 15:00:00,1860,6.5,5617.12,622.88,2349.57,71.91,9.98
2020-05-20 15:00:00,1863,1.0,222.68,97.32,93.08,71.82,30.41
2020-05-20 15:00:00,1909,1.0,559.57,140.43,162.44,40.9,20.06
2020-05-20 15:00:00,1976,4.625,3297.86,402.14,1857.17,128.91,10.87
2020-05-20 15:00:00,1980,1.0,175.0,45.0,74.0,73.27,20.45
2020-05-20 15:00:00,1984,6.0,1248.0,72.0,610.8,95.86,5.45
2020-05-20 15:00:00,1992,4.0,3446.09,73.91,1826.09,112.72,2.1
2020-05-20 15:00:00,1999,2.5,1239.88,160.12,739.88,147.98,11.44
2020-05-20 15:00:00,2001,1.0,300.0,,160.0,114.29,
2020-05-20 15:00:00,2004,2.0,560.0,,320.0,133.33,
2020-05-20 15:00:00,2005,1.0,260.0,,150.0,136.36,
2020-05-20 15:00:00,2014,2.0,570.0,30.0,280.0,96.55,5.0
2020-05-20 15:00:00,2016,1.0,180.0,,90.32,100.71,
2020-05-20 15:00:00,2019,0.5,400.0,,197.5,97.53,
2020-05-20 15:00:00,2022,1.0,280.0,70.0,102.0,57.3,20.0
2020-05-20 15:00:00,2031,2.25,1771.33,208.67,882.58,99.31,10.54
2020-05-20 15:00:00,2084,0.63,505.0,62.0,219.5,76.88,10.93
2020-05-20 15:00:00,2089,0.3,315.0,,207.0,191.67,
2020-05-20 15:00:00,2091,1.0,440.0,,260.0,144.44,
2020-05-20 15:00:00,2092,2.25,948.0,132.0,501.96,112.54,12.22
2020-05-20 15:00:00,2093,10.75,7974.89,625.11,4427.39,124.8,7.27
2020-05-20 15:00:00,2103,1.0,199.4,50.6,199.4,,20.24
2020-05-20 15:00:00,2104,3.0,580.0,20.0,580.0,,3.33
2020-05-20 15:00:00,2108,4.0,1032.0,88.0,492.0,91.11,7.86
2020-05-20 15:00:00,2121,4.0,1865.0,55.0,1145.0,159.03,2.86
2020-05-20 15:00:00,2142,1.0,350.0,,350.0,,
2020-05-20 15:00:00,2150,6.0,3284.19,75.81,1724.19,110.53,2.26
2020-05-20 15:00:00,2153,2.0,522.86,137.14,162.86,45.24,20.78
2020-05-20 15:00:00,2159,3.0,787.21,202.79,352.21,80.97,20.48
2020-05-20 15:00:00,2161,3.0,1050.0,,549.0,109.58,
2020-05-20 15:00:00,2164,5.0,1175.0,75.0,537.8,84.4,6.0
2020-05-20 15:00:00,2166,1.0,279.6,70.4,130.0,86.9,20.11
2020-05-20 15:00:00,2167,2.0,900.0,,428.48,90.87,
2020-05-20 15:00:00,2168,0.75,780.0,30.0,356.25,84.07,3.7
2020-05-20 15:00:00,2169,13.75,7535.75,714.25,3135.75,71.27,8.66
2020-05-20 15:00:00,2170,13.5,7326.46,233.54,3951.46,117.08,3.09
2020-05-20 15:00:00,2173,1.0,330.0,,170.0,106.25,
2020-05-20 15:00:00,2175,3.0,2179.22,220.78,1240.22,132.08,9.2
2020-05-20 15:00:00,2176,3.5,2498.74,301.26,1099.89,78.63,10.76
2020-05-20 15:00:00,2177,1.0,400.0,100.0,120.6,43.16,20.0
2020-05-20 15:00:00,2180,1.0,383.45,96.55,130.73,51.73,20.11
2020-05-20 15:00:00,2181,1.0,360.0,90.0,128.88,55.76,20.0
2020-05-20 15:00:00,2182,1.0,383.7,96.3,146.1,61.49,20.06
2020-05-20 15:00:00,2188,1.125,923.29,66.71,417.04,82.38,6.74
2020-05-20 15:00:00,2189,1.0,300.0,,149.0,98.68,
2020-05-20 15:00:00,2196,4.0,1063.68,56.32,583.68,121.6,5.03
2020-05-20 15:00:00,2197,3.0,753.68,86.32,378.68,100.98,10.28
2020-05-20 15:00:00,2198,1.0,223.68,56.32,113.68,103.35,20.11
2020-05-20 15:00:00,2202,9.0,2532.0,438.0,1092.0,75.83,14.75
2020-05-20 15:00:00,2204,1.0,300.0,,160.0,114.29,
2020-05-20 15:00:00,2205,2.0,600.0,,310.0,106.9,
2020-05-20 15:00:00,2207,1.0,280.0,,170.0,154.55,
2020-05-20 15:00:00,2209,3.25,1690.0,,1105.0,188.89,
2020-05-21 16:00:00,126,1.0,347.56,2.44,168.56,94.17,0.7
2020-05-21 16:00:00,133,1.0,265.92,114.08,77.92,41.45,30.02
2020-05-21 16:00:00,170,1.0,6.07,843.93,-580.93,-98.97,99.29
2020-05-21 16:00:00,216,2.0,412.95,47.05,196.95,91.18,10.23
2020-05-21 16:00:00,247,1.0,405.88,174.12,72.88,21.89,30.02
2020-05-21 16:00:00,255,1.0,454.87,195.13,63.87,16.34,30.02
2020-05-21 16:00:00,269,1.0,800.0,200.0,148.0,22.7,20.0
2020-05-21 16:00:00,294,2.0,443.93,656.07,-154.07,-25.76,59.64
2020-05-21 16:00:00,296,2.0,280.0,80.0,92.38,49.24,22.22
2020-05-21 16:00:00,340,3.25,2091.21,248.79,1002.46,92.07,10.63
2020-05-21 16:00:00,430,2.0,1259.64,540.36,474.84,60.5,30.02
2020-05-21 16:00:00,464,1.0,270.0,30.0,140.0,107.69,10.0
2020-05-21 16:00:00,519,1.0,200.0,,200.0,,
2020-05-21 16:00:00,530,3.0,690.0,,366.0,112.96,
2020-05-21 16:00:00,564,2.0,840.67,119.33,392.27,87.48,12.43
2020-05-21 16:00:00,566,1.0,195.0,25.0,82.31,73.04,11.36
2020-05-21 16:00:00,591,3.0,450.0,,292.5,185.71,
2020-05-21 16:00:00,634,1.0,885.0,75.0,343.0,63.28,7.81
2020-05-21 16:00:00,637,1.5,681.89,338.11,276.89,68.37,33.15
2020-05-21 16:00:00,653,1.0,330.0,,182.0,122.97,
2020-05-21 16:00:00,687,4.0,720.0,80.0,347.12,93.09,10.0
2020-05-21 16:00:00,696,0.75,376.07,13.93,211.07,127.92,3.57
2020-05-21 16:00:00,717,1.0,174.95,75.05,174.95,,30.02
2020-05-21 16:00:00,898,2.0,489.86,210.14,489.86,,30.02
2020-05-21 16:00:00,899,2.0,630.0,70.0,630.0,,10.0
2020-05-21 16:00:00,1057,1.0,230.93,99.07,74.93,48.03,30.02
2020-05-21 16:00:00,1092,14.0,3239.4,960.6,1419.4,77.99,22.87
2020-05-21 16:00:00,1099,1.0,662.96,97.04,343.09,107.26,12.77
2020-05-21 16:00:00,1193,1.0,454.87,195.13,44.87,10.94,30.02
2020-05-21 16:00:00,1216,2.0,1357.9,342.1,403.9,42.34,20.12
2020-05-21 16:00:00,1317,1.0,220.0,,119.0,117.82,
2020-05-21 16:00:00,1422,3.0,1203.98,46.02,573.98,91.11,3.68
2020-05-21 16:00:00,1503,2.0,510.0,90.0,240.0,88.89,15.0
2020-05-21 16:00:00,1564,4.0,3060.0,140.0,1460.0,91.25,4.38
2020-05-21 16:00:00,1594,1.5,1020.0,,600.0,142.86,
2020-05-21 16:00:00,1651,1.0,380.0,,184.0,93.88,
2020-05-21 16:00:00,1654,1.0,258.93,111.07,78.57,43.56,30.02
2020-05-21 16:00:00,1733,2.5,1231.89,168.11,731.89,146.38,12.01
2020-05-21 16:00:00,1791,1.0,419.88,180.12,119.88,39.96,30.02
2020-05-21 16:00:00,1809,3.0,900.0,,486.0,117.39,
2020-05-21 16:00:00,1813,2.0,1819.48,780.52,367.48,25.31,30.02
2020-05-21 16:00:00,1823,1.0,180.0,,86.19,91.88,
2020-05-21 16:00:00,1828,1.0,265.92,114.08,29.92,12.68,30.02
2020-05-21 16:00:00,1832,1.0,454.87,195.13,67.87,17.54,30.02
2020-05-21 16:00:00,1853,1.0,363.9,156.1,86.9,31.37,30.02
2020-05-21 16:00:00,1860,1.75,1680.0,,800.28,90.97,
2020-05-21 16:00:00,1863,2.0,443.94,196.06,184.74,71.27,30.63
2020-05-21 16:00:00,1923,1.0,279.92,120.08,109.78,64.52,30.02
2020-05-21 16:00:00,1951,1.0,307.91,132.09,60.91,24.66,30.02
2020-05-21 16:00:00,1976,0.25,139.96,60.04,62.09,79.74,30.02
2020-05-21 16:00:00,1980,2.0,395.0,45.0,193.0,95.54,10.23
2020-05-21 16:00:00,1984,1.0,220.0,,113.8,107.16,
2020-05-21 16:00:00,1992,1.5,1295.0,25.0,687.5,113.17,1.89
2020-05-21 16:00:00,1999,0.5,237.97,42.03,137.97,137.97,15.01
2020-05-21 16:00:00,2019,1.0,720.0,80.0,315.0,77.78,10.0
2020-05-21 16:00:00,2031,1.0,880.0,,485.0,122.78,
2020-05-21 16:00:00,2034,1.0,230.98,99.02,69.98,43.47,30.01
2020-05-21 16:00:00,2036,1.0,244.93,105.07,76.93,45.79,30.02
2020-05-21 16:00:00,2091,0.25,0.61,109.39,-44.39,-98.64,99.45
2020-05-21 16:00:00,2092,3.5,1539.98,140.02,846.14,121.95,8.33
2020-05-21 16:00:00,2093,2.0,1359.84,240.16,699.84,106.04,15.01
2020-05-21 16:00:00,2099,2.0,665.0,35.0,295.0,79.73,5.0
2020-05-21 16:00:00,2104,1.0,139.96,60.04,139.96,,30.02
2020-05-21 16:00:00,2121,0.75,323.98,36.02,188.98,139.99,10.01
2020-05-21 16:00:00,2146,1.0,230.93,99.07,70.93,44.33,30.02
2020-05-21 16:00:00,2150,0.75,377.97,42.03,182.97,93.83,10.01
2020-05-21 16:00:00,2159,2.0,526.84,133.16,236.84,81.67,20.18
2020-05-21 16:00:00,2168,1.75,1698.95,191.05,710.2,71.83,10.11
2020-05-21 16:00:00,2169,5.95,2742.58,827.42,838.58,44.04,23.18
2020-05-21 16:00:00,2173,2.0,590.0,70.0,270.0,84.38,10.61
2020-05-21 16:00:00,2175,1.0,559.84,240.16,246.84,78.86,30.02
2020-05-21 16:00:00,2176,1.5,1120.0,80.0,520.5,86.82,6.67
2020-05-21 16:00:00,2177,1.0,349.9,150.1,70.5,25.23,30.02
2020-05-21 16:00:00,2181,1.0,360.0,90.0,128.88,55.76,20.0
2020-05-21 16:00:00,2182,2.0,719.06,240.94,243.86,51.32,25.1
2020-05-21 16:00:00,2184,3.0,797.76,342.24,230.76,40.7,30.02
2020-05-21 16:00:00,2185,1.0,314.91,135.09,77.31,32.54,30.02
2020-05-21 16:00:00,2188,0.5,440.0,,215.0,95.56,
2020-05-21 16:00:00,2197,1.0,195.94,84.06,70.94,56.75,30.02
2020-05-21 16:00:00,2198,4.0,860.88,259.12,420.88,95.65,23.14
2020-05-21 16:00:00,2201,1.0,268.75,31.25,118.75,79.17,10.42
2020-05-21 16:00:00,2202,1.0,1.83,328.17,-158.17,-98.86,99.45
2020-05-21 16:00:00,2207,2.0,442.5,117.5,222.5,101.14,20.98
2020-05-22 23:00:00,179,1.0,240.0,60.0,70.0,41.18,20.0
2020-05-22 23:00:00,296,2.0,321.79,38.21,134.17,71.51,10.61
2020-05-22 23:00:00,340,2.75,1709.22,270.78,787.97,85.53,13.68
2020-05-22 23:00:00,464,4.0,1050.0,150.0,530.0,101.92,12.5
2020-05-22 23:00:00,483,1.0,630.0,70.0,261.84,71.12,10.0
2020-05-22 23:00:00,490,0.25,190.0,,112.12,143.97,
2020-05-22 23:00:00,519,2.0,378.43,21.57,378.43,,5.39
2020-05-22 23:00:00,530,1.0,160.0,70.0,52.0,48.15,30.43
2020-05-22 23:00:00,564,2.5,1200.0,,639.5,114.09,
2020-05-22 23:00:00,566,1.0,197.75,22.25,85.06,75.48,10.11
2020-05-22 23:00:00,591,2.0,270.0,30.0,165.0,157.14,10.0
2020-05-22 23:00:00,634,4.25,3631.83,448.17,1328.33,57.67,10.98
2020-05-22 23:00:00,637,2.5,1630.0,70.0,955.0,141.48,4.12
2020-05-22 23:00:00,643,1.0,270.0,,123.0,83.67,
2020-05-22 23:00:00,653,1.0,330.0,,182.0,122.97,
2020-05-22 23:00:00,696,0.25,100.0,30.0,45.0,81.82,23.08
2020-05-22 23:00:00,783,1.0,224.71,25.29,99.71,79.77,10.12
2020-05-22 23:00:00,812,2.0,530.0,30.0,260.0,96.3,5.36
2020-05-22 23:00:00,843,1.0,175.0,45.0,50.0,40.0,20.45
2020-05-22 23:00:00,852,2.0,575.63,64.37,255.63,79.88,10.06
2020-05-22 23:00:00,898,2.0,630.0,70.0,630.0,,10.0
2020-05-22 23:00:00,1017,1.0,455.0,25.0,271.67,148.19,5.21
2020-05-22 23:00:00,1020,2.0,11.39,1188.61,-690.61,-98.38,99.05
2020-05-22 23:00:00,1057,1.0,165.0,165.0,9.0,5.77,50.0
2020-05-22 23:00:00,1077,1.0,220.0,120.0,56.98,34.95,35.29
2020-05-22 23:00:00,1092,5.0,1274.36,175.64,624.36,96.06,12.11
2020-05-22 23:00:00,1099,0.5,360.0,20.0,200.07,125.1,5.26
2020-05-22 23:00:00,1154,0.25,111.9,28.1,111.9,,20.07
2020-05-22 23:00:00,1195,0.25,239.79,60.21,64.79,37.02,20.07
2020-05-22 23:00:00,1216,1.0,850.0,,373.0,78.2,
2020-05-22 23:00:00,1503,2.0,480.0,120.0,210.0,77.78,20.0
2020-05-22 23:00:00,1510,3.0,900.0,,510.0,130.77,
2020-05-22 23:00:00,1555,2.0,450.0,150.0,150.0,50.0,25.0
2020-05-22 23:00:00,1556,0.25,111.91,28.09,49.41,79.06,20.06
2020-05-22 23:00:00,1564,0.5,400.0,,200.0,100.0,
2020-05-22 23:00:00,1590,1.0,285.0,75.0,89.0,45.41,20.83
